Region,Year,Date,UV_Index
melbourne,2011,2011-08-08,2.34
melbourne,2011,2011-08-09,2.51
melbourne,2011,2011-08-10,1.2
melbourne,2011,2011-08-11,2.65
melbourne,2011,2011-08-12,1.83
melbourne,2011,2011-08-13,2.14
melbourne,2011,2011-08-14,2.74
melbourne,2011,2011-08-15,1.6
melbourne,2011,2011-08-16,2.94
melbourne,2011,2011-08-17,0.9
melbourne,2011,2011-08-18,1.65
melbourne,2011,2011-08-19,3.23
melbourne,2011,2011-08-20,3.26
melbourne,2011,2011-08-21,3.86
melbourne,2011,2011-08-22,3.66
melbourne,2011,2011-08-23,4.09
melbourne,2011,2011-08-24,4.14
melbourne,2011,2011-08-25,4.17
melbourne,2011,2011-08-26,4.19
melbourne,2011,2011-08-27,3.59
melbourne,2011,2011-08-28,3.97
melbourne,2011,2011-08-29,3.72
melbourne,2011,2011-08-30,3.08
melbourne,2011,2011-08-31,2.5
melbourne,2011,2011-09-01,3.57
melbourne,2011,2011-09-02,4.14
melbourne,2011,2011-09-03,4.05
melbourne,2011,2011-09-04,3.52
melbourne,2011,2011-09-05,4.08
melbourne,2011,2011-09-06,2.09
melbourne,2011,2011-09-07,4.77
melbourne,2011,2011-09-08,4.05
melbourne,2011,2011-09-09,4.07
melbourne,2011,2011-09-10,5.41
melbourne,2011,2011-09-11,5.29
melbourne,2011,2011-09-12,4.78
melbourne,2011,2011-09-13,5.3
melbourne,2011,2011-09-14,6.04
melbourne,2011,2011-09-15,5.99
melbourne,2011,2011-09-16,5.83
melbourne,2011,2011-09-19,5.0
melbourne,2011,2011-09-20,5.5
melbourne,2011,2011-09-21,5.72
melbourne,2011,2011-09-22,5.35
melbourne,2011,2011-09-23,5.25
melbourne,2011,2011-09-24,5.65
melbourne,2011,2011-09-25,4.8
melbourne,2011,2011-09-26,4.76
melbourne,2011,2011-09-27,4.87
melbourne,2011,2011-09-28,1.38
melbourne,2011,2011-09-29,5.24
melbourne,2011,2011-09-30,5.46
melbourne,2011,2011-10-03,6.15
melbourne,2011,2011-10-04,6.39
melbourne,2011,2011-10-05,6.1
melbourne,2011,2011-10-06,4.58
melbourne,2011,2011-10-07,4.35
melbourne,2011,2011-10-08,6.02
melbourne,2011,2011-10-09,6.63
melbourne,2011,2011-10-10,5.66
melbourne,2011,2011-10-11,5.81
melbourne,2011,2011-10-12,6.51
melbourne,2011,2011-10-13,6.7
melbourne,2011,2011-10-14,6.13
melbourne,2011,2011-10-15,7.12
melbourne,2011,2011-10-16,7.4
melbourne,2011,2011-10-17,6.7
melbourne,2011,2011-10-18,7.28
melbourne,2011,2011-10-19,7.35
melbourne,2011,2011-10-20,7.4
melbourne,2011,2011-10-21,1.54
melbourne,2011,2011-10-22,5.43
melbourne,2011,2011-10-23,6.8
melbourne,2011,2011-10-24,1.98
melbourne,2011,2011-10-25,8.84
melbourne,2011,2011-10-26,7.56
melbourne,2011,2011-10-27,8.1
melbourne,2011,2011-10-28,8.6
melbourne,2011,2011-10-29,8.87
melbourne,2011,2011-10-30,9.01
melbourne,2011,2011-10-31,7.25
melbourne,2011,2011-11-01,5.04
melbourne,2011,2011-11-02,6.79
melbourne,2011,2011-11-03,9.56
melbourne,2011,2011-11-04,10.27
melbourne,2011,2011-11-05,8.44
melbourne,2011,2011-11-06,6.11
melbourne,2011,2011-11-07,8.64
melbourne,2011,2011-11-08,8.89
melbourne,2011,2011-11-09,8.87
melbourne,2011,2011-11-10,9.78
melbourne,2011,2011-11-11,8.86
melbourne,2011,2011-11-12,8.03
melbourne,2011,2011-11-13,2.98
melbourne,2011,2011-11-14,9.3
melbourne,2011,2011-11-15,9.13
melbourne,2011,2011-11-16,9.5
melbourne,2011,2011-11-17,10.34
melbourne,2011,2011-11-18,9.05
melbourne,2011,2011-11-19,3.45
melbourne,2011,2011-11-20,10.11
melbourne,2011,2011-11-21,9.81
melbourne,2011,2011-11-22,8.7
melbourne,2011,2011-11-23,10.44
melbourne,2011,2011-11-24,9.26
melbourne,2011,2011-11-25,12.48
melbourne,2011,2011-11-26,7.49
melbourne,2011,2011-11-27,11.43
melbourne,2011,2011-11-28,10.86
melbourne,2011,2011-11-29,10.07
melbourne,2011,2011-11-30,11.43
melbourne,2011,2011-12-01,9.68
melbourne,2011,2011-12-02,9.78
melbourne,2011,2011-12-03,9.73
melbourne,2011,2011-12-04,10.88
melbourne,2011,2011-12-05,9.68
melbourne,2011,2011-12-06,9.49
melbourne,2011,2011-12-07,9.62
melbourne,2011,2011-12-08,9.26
melbourne,2011,2011-12-09,9.6
melbourne,2011,2011-12-10,10.29
melbourne,2011,2011-12-11,10.21
melbourne,2011,2011-12-12,11.39
melbourne,2011,2011-12-13,10.25
melbourne,2011,2011-12-14,11.37
melbourne,2011,2011-12-15,10.14
melbourne,2011,2011-12-16,10.39
melbourne,2011,2011-12-17,10.47
melbourne,2011,2011-12-18,5.22
melbourne,2011,2011-12-19,10.83
melbourne,2011,2011-12-20,12.12
melbourne,2011,2011-12-21,11.13
melbourne,2011,2011-12-22,10.76
melbourne,2011,2011-12-23,10.81
melbourne,2011,2011-12-24,10.64
melbourne,2011,2011-12-25,10.0
melbourne,2011,2011-12-26,9.28
melbourne,2011,2011-12-27,11.92
melbourne,2011,2011-12-28,10.69
melbourne,2011,2011-12-29,11.04
melbourne,2011,2011-12-30,10.18
melbourne,2012,2012-01-01,9.92
melbourne,2012,2012-01-02,10.3
melbourne,2012,2012-01-03,11.3
melbourne,2012,2012-01-04,11.85
melbourne,2012,2012-01-05,11.13
melbourne,2012,2012-01-06,10.52
melbourne,2012,2012-01-07,10.77
melbourne,2012,2012-01-08,11.59
melbourne,2012,2012-01-09,10.84
melbourne,2012,2012-01-10,12.35
melbourne,2012,2012-01-11,10.89
melbourne,2012,2012-01-12,13.18
melbourne,2012,2012-01-13,10.76
melbourne,2012,2012-01-14,13.25
melbourne,2012,2012-01-15,11.15
melbourne,2012,2012-01-16,11.33
melbourne,2012,2012-01-17,11.82
melbourne,2012,2012-01-18,11.75
melbourne,2012,2012-01-19,11.41
melbourne,2012,2012-01-20,4.21
melbourne,2012,2012-01-21,10.02
melbourne,2012,2012-01-22,10.74
melbourne,2012,2012-01-23,10.98
melbourne,2012,2012-01-24,10.83
melbourne,2012,2012-01-25,11.39
melbourne,2012,2012-01-26,12.58
melbourne,2012,2012-01-27,11.23
melbourne,2012,2012-01-28,11.54
melbourne,2012,2012-01-29,12.08
melbourne,2012,2012-01-30,13.96
melbourne,2012,2012-01-31,13.08
melbourne,2012,2012-02-01,11.35
melbourne,2012,2012-02-02,10.75
melbourne,2012,2012-02-03,10.59
melbourne,2012,2012-02-04,11.49
melbourne,2012,2012-02-05,13.93
melbourne,2012,2012-02-06,12.15
melbourne,2012,2012-02-07,12.22
melbourne,2012,2012-02-08,11.96
melbourne,2012,2012-02-09,9.94
melbourne,2012,2012-02-10,9.65
melbourne,2012,2012-02-11,11.87
melbourne,2012,2012-02-12,10.75
melbourne,2012,2012-02-13,11.33
melbourne,2012,2012-02-14,9.87
melbourne,2012,2012-02-15,9.64
melbourne,2012,2012-02-16,10.11
melbourne,2012,2012-02-17,4.17
melbourne,2012,2012-02-18,9.29
melbourne,2012,2012-02-19,9.42
melbourne,2012,2012-02-20,7.05
melbourne,2012,2012-02-21,9.97
melbourne,2012,2012-02-22,8.88
melbourne,2012,2012-02-23,8.97
melbourne,2012,2012-02-24,9.04
melbourne,2012,2012-02-25,9.07
melbourne,2012,2012-02-26,10.14
melbourne,2012,2012-02-27,4.2
melbourne,2012,2012-02-28,5.58
melbourne,2012,2012-02-29,6.65
melbourne,2012,2012-03-01,8.4
melbourne,2012,2012-03-02,10.07
melbourne,2012,2012-03-03,3.27
melbourne,2012,2012-03-04,9.8
melbourne,2012,2012-03-05,10.25
melbourne,2012,2012-03-06,9.63
melbourne,2012,2012-03-07,8.86
melbourne,2012,2012-03-08,7.94
melbourne,2012,2012-03-09,8.52
melbourne,2012,2012-03-10,9.7
melbourne,2012,2012-03-11,8.23
melbourne,2012,2012-03-12,7.6
melbourne,2012,2012-03-13,7.44
melbourne,2012,2012-03-14,7.75
melbourne,2012,2012-03-15,7.55
melbourne,2012,2012-03-16,7.21
melbourne,2012,2012-03-17,7.67
melbourne,2012,2012-03-18,7.92
melbourne,2012,2012-03-19,7.47
melbourne,2012,2012-03-20,7.37
melbourne,2012,2012-03-21,7.64
melbourne,2012,2012-03-22,6.26
melbourne,2012,2012-03-23,6.51
melbourne,2012,2012-03-24,6.88
melbourne,2012,2012-03-25,4.21
melbourne,2012,2012-03-26,6.7
melbourne,2012,2012-03-27,6.76
melbourne,2012,2012-03-28,6.62
melbourne,2012,2012-03-29,6.02
melbourne,2012,2012-03-30,6.04
melbourne,2012,2012-03-31,5.68
melbourne,2012,2012-04-01,6.29
melbourne,2012,2012-04-02,6.16
melbourne,2012,2012-04-03,5.89
melbourne,2012,2012-04-04,5.54
melbourne,2012,2012-04-05,5.7
melbourne,2012,2012-04-06,6.45
melbourne,2012,2012-04-07,6.52
melbourne,2012,2012-04-08,5.58
melbourne,2012,2012-04-09,5.52
melbourne,2012,2012-04-10,4.65
melbourne,2012,2012-04-11,5.68
melbourne,2012,2012-04-12,5.26
melbourne,2012,2012-04-13,4.8
melbourne,2012,2012-04-14,5.37
melbourne,2012,2012-04-15,4.36
melbourne,2012,2012-04-16,4.37
melbourne,2012,2012-04-17,4.38
melbourne,2012,2012-04-18,4.54
melbourne,2012,2012-04-19,3.67
melbourne,2012,2012-04-20,4.14
melbourne,2012,2012-04-21,4.01
melbourne,2012,2012-04-22,4.4
melbourne,2012,2012-04-23,4.19
melbourne,2012,2012-04-24,3.55
melbourne,2012,2012-04-25,3.41
melbourne,2012,2012-04-26,4.4
melbourne,2012,2012-04-27,4.02
melbourne,2012,2012-04-28,3.72
melbourne,2012,2012-04-29,3.79
melbourne,2012,2012-04-30,3.28
melbourne,2012,2012-05-01,2.87
melbourne,2012,2012-05-02,2.49
melbourne,2012,2012-05-03,1.92
melbourne,2012,2012-05-04,2.73
melbourne,2012,2012-05-05,2.69
melbourne,2012,2012-05-06,3.21
melbourne,2012,2012-05-07,3.07
melbourne,2012,2012-05-08,3.27
melbourne,2012,2012-05-09,2.97
melbourne,2012,2012-05-10,2.92
melbourne,2012,2012-05-11,2.79
melbourne,2012,2012-05-12,2.81
melbourne,2012,2012-05-13,2.73
melbourne,2012,2012-05-14,2.69
melbourne,2012,2012-05-15,2.52
melbourne,2012,2012-05-16,1.7
melbourne,2012,2012-05-17,2.46
melbourne,2012,2012-05-18,2.62
melbourne,2012,2012-05-19,1.83
melbourne,2012,2012-05-20,2.15
melbourne,2012,2012-05-21,2.13
melbourne,2012,2012-05-22,2.31
melbourne,2012,2012-05-23,2.36
melbourne,2012,2012-05-24,1.61
melbourne,2012,2012-05-25,0.31
melbourne,2012,2012-05-26,2.46
melbourne,2012,2012-05-27,2.4
melbourne,2012,2012-05-28,1.49
melbourne,2012,2012-05-29,1.35
melbourne,2012,2012-05-30,2.24
melbourne,2012,2012-05-31,2.06
melbourne,2012,2012-06-01,2.12
melbourne,2012,2012-06-02,1.97
melbourne,2012,2012-06-03,1.75
melbourne,2012,2012-06-04,1.27
melbourne,2012,2012-06-05,1.45
melbourne,2012,2012-06-06,1.77
melbourne,2012,2012-06-07,1.68
melbourne,2012,2012-06-08,1.92
melbourne,2012,2012-06-09,1.62
melbourne,2012,2012-06-10,1.54
melbourne,2012,2012-06-11,1.46
melbourne,2012,2012-06-12,2.1
melbourne,2012,2012-06-13,1.8
melbourne,2012,2012-06-14,1.22
melbourne,2012,2012-06-15,1.81
melbourne,2012,2012-06-16,1.71
melbourne,2012,2012-06-17,1.43
melbourne,2012,2012-06-18,1.78
melbourne,2012,2012-06-19,1.76
melbourne,2012,2012-06-20,1.52
melbourne,2012,2012-06-21,0.42
melbourne,2012,2012-06-22,1.59
melbourne,2012,2012-06-23,1.56
melbourne,2012,2012-06-24,1.9
melbourne,2012,2012-06-25,1.53
melbourne,2012,2012-06-26,1.68
melbourne,2012,2012-06-27,1.74
melbourne,2012,2012-06-28,1.77
melbourne,2012,2012-06-29,1.65
melbourne,2012,2012-06-30,1.81
melbourne,2012,2012-07-01,1.13
melbourne,2012,2012-07-02,1.5
melbourne,2012,2012-07-03,1.66
melbourne,2012,2012-07-04,1.77
melbourne,2012,2012-07-05,1.73
melbourne,2012,2012-07-06,1.74
melbourne,2012,2012-07-07,1.79
melbourne,2012,2012-07-08,1.67
melbourne,2012,2012-07-09,1.98
melbourne,2012,2012-07-10,1.4
melbourne,2012,2012-07-11,1.77
melbourne,2012,2012-07-12,0.94
melbourne,2012,2012-07-13,1.58
melbourne,2012,2012-07-14,2.0
melbourne,2012,2012-07-15,2.19
melbourne,2012,2012-07-16,2.06
melbourne,2012,2012-07-17,2.03
melbourne,2012,2012-07-18,1.84
melbourne,2012,2012-07-19,1.94
melbourne,2012,2012-07-20,1.72
melbourne,2012,2012-07-21,2.1
melbourne,2012,2012-07-22,1.79
melbourne,2012,2012-07-23,2.29
melbourne,2012,2012-07-24,2.07
melbourne,2012,2012-07-25,2.31
melbourne,2012,2012-07-26,2.13
melbourne,2012,2012-07-27,2.22
melbourne,2012,2012-07-28,2.27
melbourne,2012,2012-07-29,2.26
melbourne,2012,2012-07-30,2.25
melbourne,2012,2012-07-31,2.33
melbourne,2012,2012-08-01,2.32
melbourne,2012,2012-08-02,1.99
melbourne,2012,2012-08-03,2.57
melbourne,2012,2012-08-04,2.31
melbourne,2012,2012-08-05,2.39
melbourne,2012,2012-08-06,2.88
melbourne,2012,2012-08-07,2.91
melbourne,2012,2012-08-08,0.68
melbourne,2012,2012-08-09,2.43
melbourne,2012,2012-08-10,3.07
melbourne,2012,2012-08-11,2.73
melbourne,2012,2012-08-12,2.05
melbourne,2012,2012-08-13,2.77
melbourne,2012,2012-08-14,1.3
melbourne,2012,2012-08-15,2.97
melbourne,2012,2012-08-16,3.31
melbourne,2012,2012-08-17,1.2
melbourne,2012,2012-08-18,3.24
melbourne,2012,2012-08-19,2.16
melbourne,2012,2012-08-20,3.0
melbourne,2012,2012-08-21,2.92
melbourne,2012,2012-08-22,3.01
melbourne,2012,2012-08-23,3.01
melbourne,2012,2012-08-24,3.51
melbourne,2012,2012-08-25,2.99
melbourne,2012,2012-08-26,3.53
melbourne,2012,2012-08-27,3.55
melbourne,2012,2012-08-28,3.56
melbourne,2012,2012-08-29,3.77
melbourne,2012,2012-08-30,2.86
melbourne,2012,2012-08-31,4.48
melbourne,2012,2012-09-01,4.26
melbourne,2012,2012-09-02,4.29
melbourne,2012,2012-09-03,3.89
melbourne,2012,2012-09-04,4.08
melbourne,2012,2012-09-05,3.29
melbourne,2012,2012-09-06,4.49
melbourne,2012,2012-09-07,4.89
melbourne,2012,2012-09-08,4.94
melbourne,2012,2012-09-09,5.06
melbourne,2012,2012-09-10,4.82
melbourne,2012,2012-09-11,4.68
melbourne,2012,2012-09-12,5.07
melbourne,2012,2012-09-13,4.94
melbourne,2012,2012-09-14,3.22
melbourne,2012,2012-09-15,3.86
melbourne,2012,2012-09-16,4.6
melbourne,2012,2012-09-17,3.34
melbourne,2012,2012-09-18,3.03
melbourne,2012,2012-09-19,5.33
melbourne,2012,2012-09-20,5.62
melbourne,2012,2012-09-21,3.85
melbourne,2012,2012-09-22,5.46
melbourne,2012,2012-09-23,5.62
melbourne,2012,2012-09-24,5.4
melbourne,2012,2012-09-25,5.4
melbourne,2012,2012-09-26,5.73
melbourne,2012,2012-09-27,5.25
melbourne,2012,2012-09-28,2.13
melbourne,2012,2012-09-29,4.63
melbourne,2012,2012-09-30,6.41
melbourne,2012,2012-10-01,6.32
melbourne,2012,2012-10-02,5.79
melbourne,2012,2012-10-03,6.44
melbourne,2012,2012-10-04,6.5
melbourne,2012,2012-10-05,6.83
melbourne,2012,2012-10-06,6.18
melbourne,2012,2012-10-07,5.78
melbourne,2012,2012-10-08,6.41
melbourne,2012,2012-10-09,5.9
melbourne,2012,2012-10-10,5.15
melbourne,2012,2012-10-11,1.76
melbourne,2012,2012-10-12,6.14
melbourne,2012,2012-10-13,7.09
melbourne,2012,2012-10-14,6.56
melbourne,2012,2012-10-15,4.85
melbourne,2012,2012-10-16,5.74
melbourne,2012,2012-10-17,7.71
melbourne,2012,2012-10-18,7.73
melbourne,2012,2012-10-19,7.19
melbourne,2012,2012-10-20,7.18
melbourne,2012,2012-10-21,7.52
melbourne,2012,2012-10-22,7.39
melbourne,2012,2012-10-23,7.72
melbourne,2012,2012-10-24,3.79
melbourne,2012,2012-10-25,7.14
melbourne,2012,2012-10-26,7.7
melbourne,2012,2012-10-27,7.65
melbourne,2012,2012-10-28,7.82
melbourne,2012,2012-10-29,8.03
melbourne,2012,2012-10-30,8.19
melbourne,2012,2012-10-31,4.9
melbourne,2012,2012-11-01,6.72
melbourne,2012,2012-11-02,7.82
melbourne,2012,2012-11-03,9.43
melbourne,2012,2012-11-04,8.97
melbourne,2012,2012-11-05,2.65
melbourne,2012,2012-11-06,5.08
melbourne,2012,2012-11-07,4.78
melbourne,2012,2012-11-08,8.43
melbourne,2012,2012-11-09,9.38
melbourne,2012,2012-11-10,9.74
melbourne,2012,2012-11-11,9.33
melbourne,2012,2012-11-12,9.06
melbourne,2012,2012-11-13,10.35
melbourne,2012,2012-11-14,9.31
melbourne,2012,2012-11-15,6.79
melbourne,2012,2012-11-16,10.21
melbourne,2012,2012-11-17,10.36
melbourne,2012,2012-11-18,10.33
melbourne,2012,2012-11-19,11.25
melbourne,2012,2012-11-20,10.52
melbourne,2012,2012-11-21,11.83
melbourne,2012,2012-11-22,10.42
melbourne,2012,2012-11-23,10.27
melbourne,2012,2012-11-24,11.59
melbourne,2012,2012-11-25,10.48
melbourne,2012,2012-11-26,11.37
melbourne,2012,2012-11-27,11.37
melbourne,2012,2012-11-28,11.07
melbourne,2012,2012-11-29,11.42
melbourne,2012,2012-11-30,9.26
melbourne,2012,2012-12-01,12.38
melbourne,2012,2012-12-02,12.62
melbourne,2012,2012-12-03,12.77
melbourne,2012,2012-12-04,11.98
melbourne,2012,2012-12-05,12.49
melbourne,2012,2012-12-06,13.44
melbourne,2012,2012-12-07,11.64
melbourne,2012,2012-12-08,12.85
melbourne,2012,2012-12-09,12.8
melbourne,2012,2012-12-10,11.44
melbourne,2012,2012-12-11,10.75
melbourne,2012,2012-12-12,11.31
melbourne,2012,2012-12-13,11.39
melbourne,2012,2012-12-14,4.96
melbourne,2012,2012-12-15,12.21
melbourne,2012,2012-12-16,12.21
melbourne,2012,2012-12-17,10.98
melbourne,2012,2012-12-18,10.9
melbourne,2012,2012-12-19,7.9
melbourne,2012,2012-12-20,11.54
melbourne,2012,2012-12-21,10.94
melbourne,2012,2012-12-22,11.48
melbourne,2012,2012-12-23,10.97
melbourne,2012,2012-12-24,4.31
melbourne,2012,2012-12-25,11.48
melbourne,2012,2012-12-26,10.87
melbourne,2012,2012-12-27,10.86
melbourne,2012,2012-12-28,12.13
melbourne,2012,2012-12-29,12.72
melbourne,2012,2012-12-30,11.3
melbourne,2012,2012-12-31,11.26
melbourne,2013,2013-01-01,10.99
melbourne,2013,2013-01-02,11.89
melbourne,2013,2013-01-03,11.53
melbourne,2013,2013-01-04,11.29
melbourne,2013,2013-01-05,11.5
melbourne,2013,2013-01-06,11.17
melbourne,2013,2013-01-07,11.35
melbourne,2013,2013-01-08,11.0
melbourne,2013,2013-01-09,12.64
melbourne,2013,2013-01-10,11.42
melbourne,2013,2013-01-11,11.43
melbourne,2013,2013-01-12,12.74
melbourne,2013,2013-01-13,4.78
melbourne,2013,2013-01-14,12.22
melbourne,2013,2013-01-15,11.12
melbourne,2013,2013-01-16,12.38
melbourne,2013,2013-01-17,12.27
melbourne,2013,2013-01-18,13.45
melbourne,2013,2013-01-19,13.31
melbourne,2013,2013-01-20,10.68
melbourne,2013,2013-01-21,10.71
melbourne,2013,2013-01-22,12.39
melbourne,2013,2013-01-23,10.9
melbourne,2013,2013-01-24,11.2
melbourne,2013,2013-01-25,11.72
melbourne,2013,2013-01-26,8.7
melbourne,2013,2013-01-27,11.79
melbourne,2013,2013-01-28,11.51
melbourne,2013,2013-01-29,9.91
melbourne,2013,2013-01-30,10.96
melbourne,2013,2013-01-31,11.48
melbourne,2013,2013-02-01,10.63
melbourne,2013,2013-02-02,12.06
melbourne,2013,2013-02-03,12.11
melbourne,2013,2013-02-04,10.41
melbourne,2013,2013-02-05,9.99
melbourne,2013,2013-02-06,10.41
melbourne,2013,2013-02-07,10.86
melbourne,2013,2013-02-08,9.82
melbourne,2013,2013-02-09,9.92
melbourne,2013,2013-02-10,11.05
melbourne,2013,2013-02-11,9.62
melbourne,2013,2013-02-12,9.65
melbourne,2013,2013-02-13,8.98
melbourne,2013,2013-02-14,9.83
melbourne,2013,2013-02-15,9.03
melbourne,2013,2013-02-16,9.31
melbourne,2013,2013-02-17,9.08
melbourne,2013,2013-02-18,9.29
melbourne,2013,2013-02-19,2.31
melbourne,2013,2013-02-20,8.84
melbourne,2013,2013-02-21,8.91
melbourne,2013,2013-02-22,9.49
melbourne,2013,2013-02-23,8.88
melbourne,2013,2013-02-24,10.06
melbourne,2013,2013-02-25,9.11
melbourne,2013,2013-02-26,9.89
melbourne,2013,2013-02-27,5.73
melbourne,2013,2013-02-28,10.53
melbourne,2013,2013-03-01,9.59
melbourne,2013,2013-03-02,8.79
melbourne,2013,2013-03-03,9.01
melbourne,2013,2013-03-04,9.0
melbourne,2013,2013-03-05,8.98
melbourne,2013,2013-03-06,8.92
melbourne,2013,2013-03-07,8.52
melbourne,2013,2013-03-08,7.88
melbourne,2013,2013-03-09,7.95
melbourne,2013,2013-03-10,8.38
melbourne,2013,2013-03-11,8.48
melbourne,2013,2013-03-12,8.29
melbourne,2013,2013-03-13,9.21
melbourne,2013,2013-03-14,8.61
melbourne,2013,2013-03-15,8.35
melbourne,2013,2013-03-16,8.38
melbourne,2013,2013-03-17,7.22
melbourne,2013,2013-03-18,6.92
melbourne,2013,2013-03-19,7.82
melbourne,2013,2013-03-20,7.48
melbourne,2013,2013-03-21,6.93
melbourne,2013,2013-03-22,6.94
melbourne,2013,2013-03-23,8.36
melbourne,2013,2013-03-24,8.1
melbourne,2013,2013-03-25,8.42
melbourne,2013,2013-03-26,7.66
melbourne,2013,2013-03-27,7.68
melbourne,2013,2013-03-28,7.84
melbourne,2013,2013-03-29,6.07
melbourne,2013,2013-03-30,4.84
melbourne,2013,2013-03-31,7.09
melbourne,2013,2013-04-01,6.94
melbourne,2013,2013-04-02,7.14
melbourne,2013,2013-04-03,4.7
melbourne,2013,2013-04-04,6.04
melbourne,2013,2013-04-05,6.26
melbourne,2013,2013-04-06,5.69
melbourne,2013,2013-04-07,6.18
melbourne,2013,2013-04-08,5.53
melbourne,2013,2013-04-09,5.33
melbourne,2013,2013-04-10,5.44
melbourne,2013,2013-04-11,3.78
melbourne,2013,2013-04-12,4.98
melbourne,2013,2013-04-13,1.98
melbourne,2013,2013-04-14,5.1
melbourne,2013,2013-04-15,2.39
melbourne,2013,2013-04-16,5.24
melbourne,2013,2013-04-17,4.7
melbourne,2013,2013-04-18,4.14
melbourne,2013,2013-04-19,5.1
melbourne,2013,2013-04-20,4.65
melbourne,2013,2013-04-21,4.24
melbourne,2013,2013-04-22,4.11
melbourne,2013,2013-04-23,4.45
melbourne,2013,2013-04-24,4.05
melbourne,2013,2013-04-25,4.32
melbourne,2013,2013-04-26,3.6
melbourne,2013,2013-04-27,4.05
melbourne,2013,2013-04-28,3.97
melbourne,2013,2013-04-29,3.99
melbourne,2013,2013-04-30,3.46
melbourne,2013,2013-05-01,3.24
melbourne,2013,2013-05-02,3.19
melbourne,2013,2013-05-03,3.34
melbourne,2013,2013-05-04,3.39
melbourne,2013,2013-05-05,2.78
melbourne,2013,2013-05-06,3.15
melbourne,2013,2013-05-07,2.87
melbourne,2013,2013-05-08,3.26
melbourne,2013,2013-05-09,3.14
melbourne,2013,2013-05-10,3.17
melbourne,2013,2013-05-11,2.96
melbourne,2013,2013-05-12,2.79
melbourne,2013,2013-05-13,2.97
melbourne,2013,2013-05-14,2.52
melbourne,2013,2013-05-15,2.63
melbourne,2013,2013-05-16,1.82
melbourne,2013,2013-05-17,2.68
melbourne,2013,2013-05-18,2.29
melbourne,2013,2013-05-19,2.56
melbourne,2013,2013-05-20,2.08
melbourne,2013,2013-05-21,2.5
melbourne,2013,2013-05-22,1.91
melbourne,2013,2013-05-23,2.41
melbourne,2013,2013-05-24,2.42
melbourne,2013,2013-05-25,2.53
melbourne,2013,2013-05-26,1.54
melbourne,2013,2013-05-27,3.1
melbourne,2013,2013-05-28,2.38
melbourne,2013,2013-05-29,2.41
melbourne,2013,2013-05-30,0.89
melbourne,2013,2013-05-31,2.05
melbourne,2013,2013-06-01,0.99
melbourne,2013,2013-06-02,2.28
melbourne,2013,2013-06-03,1.67
melbourne,2013,2013-06-04,1.06
melbourne,2013,2013-06-05,2.06
melbourne,2013,2013-06-06,2.24
melbourne,2013,2013-06-07,2.31
melbourne,2013,2013-06-08,2.29
melbourne,2013,2013-06-09,2.11
melbourne,2013,2013-06-10,2.45
melbourne,2013,2013-06-11,1.11
melbourne,2013,2013-06-12,1.36
melbourne,2013,2013-06-13,0.63
melbourne,2013,2013-06-14,1.47
melbourne,2013,2013-06-15,1.73
melbourne,2013,2013-06-16,1.85
melbourne,2013,2013-06-17,1.57
melbourne,2013,2013-06-18,2.02
melbourne,2013,2013-06-19,1.73
melbourne,2013,2013-06-20,1.8
melbourne,2013,2013-06-21,1.72
melbourne,2013,2013-06-22,1.51
melbourne,2013,2013-06-23,1.66
melbourne,2013,2013-06-24,1.24
melbourne,2013,2013-06-25,2.12
melbourne,2013,2013-06-26,1.91
melbourne,2013,2013-06-27,2.11
melbourne,2013,2013-06-28,1.77
melbourne,2013,2013-06-29,1.59
melbourne,2013,2013-06-30,2.06
melbourne,2013,2013-07-01,2.13
melbourne,2013,2013-07-02,2.03
melbourne,2013,2013-07-03,2.14
melbourne,2013,2013-07-04,1.84
melbourne,2013,2013-07-05,1.78
melbourne,2013,2013-07-06,2.17
melbourne,2013,2013-07-07,2.15
melbourne,2013,2013-07-08,2.06
melbourne,2013,2013-07-09,2.07
melbourne,2013,2013-07-10,1.87
melbourne,2013,2013-07-11,1.79
melbourne,2013,2013-07-12,2.0
melbourne,2013,2013-07-13,0.86
melbourne,2013,2013-07-14,0.95
melbourne,2013,2013-07-15,2.2
melbourne,2013,2013-07-16,2.6
melbourne,2013,2013-07-17,2.55
melbourne,2013,2013-07-18,2.32
melbourne,2013,2013-07-19,2.39
melbourne,2013,2013-07-20,0.88
melbourne,2013,2013-07-21,2.13
melbourne,2013,2013-07-22,1.66
melbourne,2013,2013-07-23,2.5
melbourne,2013,2013-07-24,2.28
melbourne,2013,2013-07-25,2.26
melbourne,2013,2013-07-26,2.76
melbourne,2013,2013-07-27,2.66
melbourne,2013,2013-07-28,2.14
melbourne,2013,2013-07-29,2.73
melbourne,2013,2013-07-30,2.48
melbourne,2013,2013-07-31,2.43
melbourne,2013,2013-08-01,2.57
melbourne,2013,2013-08-02,1.55
melbourne,2013,2013-08-03,2.03
melbourne,2013,2013-08-04,2.22
melbourne,2013,2013-08-05,2.75
melbourne,2013,2013-08-06,2.83
melbourne,2013,2013-08-07,2.6
melbourne,2013,2013-08-08,3.13
melbourne,2013,2013-08-09,0.84
melbourne,2013,2013-08-10,3.38
melbourne,2013,2013-08-11,3.2
melbourne,2013,2013-08-12,3.36
melbourne,2013,2013-08-13,3.29
melbourne,2013,2013-08-14,2.14
melbourne,2013,2013-08-15,3.47
melbourne,2013,2013-08-16,3.39
melbourne,2013,2013-08-17,2.94
